height1,weight1,reach1,ss1,ta1,stance1,age1,ssapm1,ssD1,tdD1,avg_sub1,height2,weight2,reach2,ss2,ta2,stance2,age2,sapm2,ssD2,tdD2,avg_sub2,outcome
72,170,73,47,25,1,40,4.67,50,100,0.0,73,185,73,50,0,1,33,3.74,53,75,0.6,0
73,185,74,71,28,1,32,4.55,18,100,0.0,75,170,80,82,0,1,38,3.19,29,72,0.3,0
65,115,67,37,0,1,34,2.65,55,50,1.9,61,115,61,45,50,1,31,4.86,63,100,0.2,0
73,185,75,45,12,0,39,4.39,43,100,0.1,70,185,73,57,0,1,35,3.3,55,88,1.1,0
70,185,74,12,0,1,38,3.85,31,0,0.0,76,185,80,69,100,1,31,3.08,88,100,0.8,0
72,265,75,0,0,1,41,6.32,48,50,0.5,75,205,79,52,50,1,35,0.52,100,100,2.4,0
71,155,73,38,0,1,41,3.18,46,100,0.0,73,170,71,54,0,0,33,3.18,62,100,0.0,0
68,135,70,57,100,0,32,3.76,67,100,0.1,69,135,70,33,0,1,36,4.24,43,0,0.0,1
68,145,69,91,50,1,32,4.65,36,43,0.5,73,155,74,64,57,0,27,3.59,9,50,2.2,0
63,115,63,41,0,1,34,3.06,34,43,0.0,65,115,64,66,57,1,34,4.23,59,100,0.0,0
74,205,78,43,0,1,43,2.91,69,75,0.3,76,205,78,31,25,1,34,2.3,57,100,0.2,1
73,205,75,22,100,0,33,3.29,64,100,0.0,77,205,79,36,0,1,35,3.91,78,0,1.5,0
69,135,68,51,0,1,35,4.11,59,100,1.8,68,135,69,41,0,1,41,3.82,49,100,0.2,0
63,125,66,32,50,1,33,3.33,72,100,0.8,69,125,68,28,0,1,38,4.41,68,50,0.3,0
70,155,73,51,0,1,37,7.44,47,100,0.0,70,155,73,53,0,2,31,3.76,49,100,0.0,0
68,125,69,36,50,1,35,2.28,73,100,0.9,67,125,70,27,0,0,30,3.2,64,50,2.2,1
66,125,69,57,50,1,37,3.76,51,40,0.6,64,125,68,49,60,1,40,4.96,43,50,0.6,0
71,155,74,46,0,0,43,2.95,38,0,0.3,70,155,73,62,100,0,40,3.83,54,100,0.0,0
63,115,64,38,50,1,41,4.94,77,63,0.1,63,115,64,23,37,1,38,3.03,62,50,1.0,0
68,125,68,26,40,0,35,5.17,35,80,0.3,67,125,70,65,20,1,26,1.15,74,60,2.4,0
72,185,73,10,0,2,35,3.03,64,100,2.5,72,185,76,36,0,0,29,2.64,90,100,0.2,1
71,155,70,63,0,1,38,7.5,37,100,0.0,70,155,74,63,0,1,37,3.19,37,100,2.7,0
61,115,63,22,18,1,39,2.69,73,0,0.3,65,125,65,27,100,1,34,3.53,78,82,0.6,1
71,155,76,40,0,1,42,4.41,50,0,0.9,68,155,71,50,100,1,40,4.58,60,100,0.9,0
72,170,77,33,0,1,32,5.33,48,100,0.0,75,170,78,52,0,1,36,3.33,67,100,0.5,0
73,170,74,30,0,0,39,3.73,36,100,0.2,69,170,70,64,0,0,48,2.67,70,100,0.5,0
71,135,72,35,50,1,35,2.61,50,100,0.3,67,135,67,50,0,1,36,1.99,65,50,0.0,1
68,125,70,36,0,1,36,4.46,65,100,1.1,69,125,68,35,0,0,34,3.05,64,100,1.5,0
74,155,74,61,0,2,33,6.41,30,100,0.0,72,170,74,70,0,1,32,6.26,39,100,0.0,0
